Name,Time,Memory_Physical,Memory_Virtual
python,1685942607.6504517,37.94140625,366.6484375
python,1685942617.6870518,405.089453125,8389.780078125
python,1685942627.7212179,638.53125,11757.363671875
python,1685942637.7539158,867.522265625,13545.50859375
python,1685942647.7931812,934.340234375,12417.24296875
python,1685942657.833866,994.5140625,12480.35546875
python,1685942667.869017,1000.605859375,12486.05546875
python,1685942677.9027793,1143.55859375,14333.535546875
python,1685942687.95337,1184.83203125,12438.703125
python,1685942697.9938765,1219.50078125,12477.648046875
python,1685942708.0298831,1319.746875,12579.37109375
python,1685942718.0628552,1317.698046875,12581.66015625
python,1685942728.1015084,1314.324609375,12581.66015625
python,1685942738.1347735,1284.9765625,13810.186328125
python,1685942748.1681275,1261.328125,12469.40234375
python,1685942758.209606,1268.62109375,12478.36953125
python,1685942768.2437778,1311.516015625,12522.957421875
python,1685942778.2798638,1433.985546875,12653.799609375
python,1685942788.313864,1442.36015625,12656.8515625
python,1685942798.348452,1364.629296875,13680.2859375
python,1685942808.385847,1305.308984375,12470.079296875
python,1685942818.4219222,1304.8515625,12465.76953125
python,1685942828.4583263,1336.055859375,12502.373046875
python,1685942838.493137,1418.60625,12583.6546875
python,1685942848.5293248,1518.6421875,12695.159375
python,1685942858.5656505,1522.49296875,12702.7890625
python,1685942868.6007874,1515.55625,12693.06171875
python,1685942878.64165,1547.6796875,14437.104296875
python,1685942888.6964626,1611.4140625,12602.96484375
python,1685942898.7467053,1615.751171875,12611.623046875
python,1685942908.781475,1670.899609375,12665.85625
python,1685942918.8220017,1752.59765625,12748.641796875
python,1685942928.8566968,1848.06953125,12858.05859375
python,1685942938.9003267,1877.126171875,12888.116015625
python,1685942948.935647,1881.65390625,12883.53828125
python,1685942958.9767718,1884.60703125,12901.84921875
python,1685942969.0105562,1857.231640625,14920.591796875
python,1685942979.0504122,1902.99609375,12787.28984375
python,1685942989.0889971,1894.1640625,12662.11328125
python,1685942999.1282036,1897.39921875,12667.31328125
python,1685943009.1646538,1956.676953125,12727.715234375
python,1685943019.2029061,2039.8328125,12807.95625
