Filename,Row,Column,Time,ARI,BatchCount,BatchSize
2dplanes_OpenML,40768,10,19.404244899749756,3.4672629651314356e-07,407,100
2dplanes_OpenML,40768,10,8.476588487625122,4.877032951669155e-07,203,200
2dplanes_OpenML,40768,10,4.723437786102295,4.808768403598884e-07,135,300
2dplanes_OpenML,40768,10,5.258620500564575,4.852386804788382e-07,101,400
2dplanes_OpenML,40768,10,4.750173568725586,4.842935269249422e-07,81,500
2dplanes_OpenML,40768,10,7.562586069107056,-2.2677953738776844e-09,67,600
2dplanes_OpenML,40768,10,5.669270992279053,2.86639810262184e-10,58,700
2dplanes_OpenML,40768,10,6.268844842910767,4.839894074711742e-07,50,800
2dplanes_OpenML,40768,10,4.986064434051514,4.847181863761738e-07,45,900
2dplanes_OpenML,40768,10,5.600861072540283,4.83887970283133e-07,40,1000
2dplanes_OpenML,40768,10,8.025527238845825,5.725328260080626e-10,37,1100
2dplanes_OpenML,40768,10,6.871897459030151,4.840049491724776e-07,33,1200
2dplanes_OpenML,40768,10,6.584499835968018,4.837698698123889e-07,31,1300
2dplanes_OpenML,40768,10,6.378949880599976,4.842436839826848e-07,29,1400
2dplanes_OpenML,40768,10,7.335250377655029,1.574429158067049e-09,27,1500
Ailerons_OpenML,13750,40,5.253934144973755,0.0010924015518793228,137,100
Ailerons_OpenML,13750,40,17.27728033065796,0.00033186013729046617,68,200
Ailerons_OpenML,13750,40,68.82673597335815,0.0008521455769719454,45,300
Ailerons_OpenML,13750,40,13.36994218826294,0.0003108037888605068,34,400
Ailerons_OpenML,13750,40,17.356019973754883,0.0009906255211446478,27,500
Ailerons_OpenML,13750,40,367.905442237854,0.0008816307092385606,22,600
Ailerons_OpenML,13750,40,884.0184004306793,0.0010585504509915999,19,700
Ailerons_OpenML,13750,40,1002.1412708759308,0.0007282811723565096,17,800
Ailerons_OpenML,13750,40,77.34612655639648,0.000802288896246573,15,900
Ailerons_OpenML,13750,40,2468.5896327495575,0.0011010002071274345,13,1000
Ailerons_OpenML,13750,40,3450.55503821373,0.00043530198376933463,12,1100
Ailerons_OpenML,13750,40,198.28464579582214,0.0009868372131212769,11,1200
Ailerons_OpenML,13750,40,6110.6417763233185,0.0009320450728990612,10,1300
Ailerons_OpenML,13750,40,8290.554007053375,0.000874359726898898,9,1400
Ailerons_OpenML,13750,40,8288.488684177399,0.000614234816068782,9,1500
BNG(2dplanes)_OpenML,177147,10,35.642895221710205,5.318120062864828e-08,1771,100
BNG(2dplanes)_OpenML,177147,10,22.452998638153076,5.4643163058023164e-08,885,200
BNG(2dplanes)_OpenML,177147,10,24.326357126235962,5.438644599092645e-08,590,300
BNG(2dplanes)_OpenML,177147,10,21.548993825912476,9.788993811916488e-12,442,400
BNG(2dplanes)_OpenML,177147,10,20.519696950912476,5.3623614621848815e-08,354,500
BNG(2dplanes)_OpenML,177147,10,24.128875255584717,6.033271074849941e-11,295,600
BNG(2dplanes)_OpenML,177147,10,15.41415023803711,5.445255441995189e-08,253,700
BNG(2dplanes)_OpenML,177147,10,22.908185720443726,2.354007634623734e-09,221,800
BNG(2dplanes)_OpenML,177147,10,15.679642677307129,5.452139718474617e-08,196,900
BNG(2dplanes)_OpenML,177147,10,23.508635997772217,4.890825700390332e-12,177,1000
BNG(2dplanes)_OpenML,177147,10,17.79381775856018,5.44525070856805e-08,161,1100
BNG(2dplanes)_OpenML,177147,10,16.857613563537598,5.455838701299793e-08,147,1200
BNG(2dplanes)_OpenML,177147,10,21.56247615814209,1.346496631836179e-09,136,1300
BNG(2dplanes)_OpenML,177147,10,19.391997814178467,5.4368039756888005e-08,126,1400
BNG(2dplanes)_OpenML,177147,10,21.14407968521118,3.6664258690629705e-10,118,1500
BNG(pwLinear)_OpenML,177147,10,72.30223274230957,4.8495180611664596e-08,1771,100
BNG(pwLinear)_OpenML,177147,10,23.41614532470703,4.944905358972022e-08,885,200
BNG(pwLinear)_OpenML,177147,10,19.074313402175903,4.9555173869427415e-08,590,300
BNG(pwLinear)_OpenML,177147,10,25.684258937835693,4.853623807353628e-10,442,400
BNG(pwLinear)_OpenML,177147,10,23.676175832748413,6.509595938415605e-12,354,500
BNG(pwLinear)_OpenML,177147,10,16.03357768058777,4.943450235198398e-08,295,600
BNG(pwLinear)_OpenML,177147,10,21.28398823738098,5.942140057309529e-11,253,700
BNG(pwLinear)_OpenML,177147,10,16.196279525756836,4.916308654888168e-08,221,800
BNG(pwLinear)_OpenML,177147,10,15.996336460113525,4.918216496338897e-08,196,900
BNG(pwLinear)_OpenML,177147,10,21.24377679824829,4.194833641642751e-10,177,1000
BNG(pwLinear)_OpenML,177147,10,16.124921321868896,4.924246836301973e-08,161,1100
BNG(pwLinear)_OpenML,177147,10,21.082051277160645,1.6596253708824636e-08,147,1200
BNG(pwLinear)_OpenML,177147,10,24.36363959312439,2.646646283704003e-08,136,1300
BNG(pwLinear)_OpenML,177147,10,17.268908739089966,4.9157039883366185e-08,126,1400
BNG(pwLinear)_OpenML,177147,10,19.69087505340576,1.128179680161443e-09,118,1500
BNG(vote)_OpenML,131072,16,54.90125751495361,-2.8236130466034256e-05,1310,100
